is_closed,name,price,rating,review_count,id,alias_list,ZIP_code
False,Ciel Bicycle Stores,$$,5.0,63,bSLIV1utn4I0BGx89NBcfQ,"['bikerentals', 'bikes', 'bike_repair_maintenance']",10065
False,Central Park Zoo,,3.5,428,RamFMuEkza6bYHV5RG8z5w,['zoos'],10065
False,TS Fitness,,5.0,66,mQmhKsGnD-jfeNJU6qMdVA,"['healthtrainers', 'gyms']",10065
False,Earth Yoga NYC,,4.5,74,XpY0Cxo_Iw2deqeY6zsNOA,['yoga'],10065
False,ATOMIC Total Fitness,,4.5,43,mKDpi1qECb_rVIJ8yqbUiQ,['healthtrainers'],10065
False,Greenacre Park,,4.5,100,AwNmI0yrnjeN8iga_Vn0IA,['parks'],10065
False,Bethesda Terrace,,4.5,104,wl8WkeIbiESxSQqZTXOsZQ,"['parks', 'landmarks']",10065
False,SoulCycle - East 63rd Street,,4.0,43,si-qCK04qYBa59xDcn2ZNA,['cyclingclasses'],10065
False,Physique 57,,4.5,123,kNuVZZnKwyzn1sdEMvRmrw,['barreclasses'],10065
False,Trooper Fitness,,5.0,52,cd9MmncJCQu5-h9FJxK9kA,"['healthtrainers', 'bootcamps', 'gyms']",10065
False,Yo Yoga!,,4.5,48,npgq_up0_puDV5jieUza-A,['yoga'],10065
False,Epic Hybrid Training,,4.5,66,eOG3oAcBCkG6M24XeV6Sow,"['gyms', 'healthtrainers']",10065
False,Z Club NY,,4.5,46,_4gKP6iVg0G8dG_mh0Vi7w,['dancestudio'],10065
False,Refine Method,,4.5,80,ymWhicwFFC1rafiEKzO7Fw,"['healthtrainers', 'gyms']",10065
False,Flywheel Sports - East 60th,,4.5,41,bU3WKckYWhNyPutL-uQbSQ,"['barreclasses', 'gyms', 'cyclingclasses']",10065
False,Ballet and Body,,5.0,36,nd5p0XqVlmNrfTLQMIRIgA,"['barreclasses', 'dancestudio']",10065
False,Train P3,,5.0,18,SyQ0tjkHQe0UXyDRmo4sIQ,['healthtrainers'],10065
False,Wollman Rink,,3.5,184,JU7xx7J02TdYfKetVr6kAQ,['skatingrinks'],10065
False,PushLab Fitness,,5.0,87,GUU5nDvO2urwe4xjf4vQLQ,"['healthtrainers', 'intervaltraininggyms']",10065
False,Bike the Big Apple Tours,,5.0,20,kmhnPL37s59AybhN1fO02g,"['tours', 'bikerentals']",10065
False,The P.E. Club,,4.5,69,X8S_IhfRS5Yin9x_Qnm9lA,"['barreclasses', 'gyms', 'healthtrainers']",10065
False,Blue Ocean Swimming,,5.0,30,bdGcqiJierloZAskBy8OEQ,['swimminglessons'],10065
False,Central Park - Sheep Meadow,,4.5,75,cXTWbH5K2gzwAMamTOICaw,['parks'],10065
False,Yoga Spa,,4.5,49,Oi85AYz9-Bx-9SBjNf__vg,"['yoga', 'acupuncture', 'massage_therapy']",10065
False,Crunch - 59th Street,,3.5,138,4DZRZHvCwZaaJ3aCgLUpnQ,"['gyms', 'healthtrainers', 'yoga']",10065
False,Flywheel Sports - UES,,4.0,56,tBZYUYTY18d1IvHvjgA3fA,"['gyms', 'barreclasses', 'cyclingclasses']",10065
False,Niketown Running Club,,4.5,42,1EAaU61POS7SWut8t3u19w,['healthtrainers'],10065
False,EvolvefitnessNYC,,5.0,29,C9vwsFW651SW4UWhdd-u6A,"['healthtrainers', 'bootcamps']",10065
False,Paley Park,,4.5,35,CueFi9rRW0hNWz_CuulJbQ,['parks'],10065
False,Equinox East 63rd Street,$$$,3.0,94,T26qgrzS6OHML-nT6Vq0qA,"['gyms', 'spas', 'sports_clubs']",10065
False,MNDFL Meditation Studio UES,,5.0,17,vXBr2EPJa4TBkXCzY8aJCA,['meditationcenters'],10065
False,Roosevelt Island,,4.0,115,aQfKHYcfWtftO_nhY9dOvg,['parks'],10065
False,24 Hour Fitness - 53rd St,,3.0,156,SskeheKkPN3lEFu1wyClzA,"['gyms', 'healthtrainers']",10065
False,lululemon athletica,$$$,3.5,45,B5ga3min5DZZvOF3QTbspQ,"['sportswear', 'womenscloth', 'yoga']",10065
False,Citi Bike,,2.5,347,-BULNEzN-Q9AifnATsAJ4g,"['bikerentals', 'bikesharing', 'biketours']",10065
False,Halevy Life,,4.0,24,eUZw0ZvEqlZcQgEsUl1eEQ,"['gyms', 'healthtrainers', 'physicaltherapy']",10065
False,Central Park Mall,,5.0,14,PFERE_gWE4rxRQVCz0JWuw,['parks'],10065
False,Inform Fitness,,5.0,30,a2lZaO-3N8rO096h7FOynA,"['healthtrainers', 'gyms']",10065
False,Organic Body Sculpting,,5.0,7,y5C6JORTVGYIJwT4ACAtrg,['healthtrainers'],10065
