is_closed,name,price,rating,review_count,categories,id
False,Brooklyn Boulders,,4.0,498,"[{'alias': 'gyms', 'title': 'Gyms'}, {'alias': 'rock_climbing', 'title': 'Rock Climbing'}, {'alias': 'yoga', 'title': 'Yoga'}]",8b4xgDOH4bextUIFJ-megw
False,Gotham Archery,,5.0,156,"[{'alias': 'archery', 'title': 'Archery'}, {'alias': 'eventservices', 'title': 'Event Planning & Services'}]",vE6abbpbdA5cO2gaIFKMVA
False,Ride Brooklyn,$$,4.5,182,"[{'alias': 'bikerentals', 'title': 'Bike Rentals'}, {'alias': 'bikes', 'title': 'Bikes'}, {'alias': 'outdoorgear', 'title': 'Outdoor Gear'}]",CRGUiRELrqw2B4X2lW8SLw
False,Kick Axe Throwing,,5.0,80,"[{'alias': 'axethrowing', 'title': 'Axe Throwing'}]",X0DNGKUQPjf0AfaXfXU2Qg
False,CrossFit South Brooklyn,,5.0,50,"[{'alias': 'intervaltraininggyms', 'title': 'Interval Training Gyms'}]",tAEY5z1dWCbWtS8ep_55ow
False,BYKlyn Cycle,,4.5,136,"[{'alias': 'cyclingclasses', 'title': 'Cycling Classes'}]",RPM7VDmeZy2-MA1H4nsM3g
False,Melt Massage & Bodywork,,5.0,88,"[{'alias': 'pilates', 'title': 'Pilates'}, {'alias': 'yoga', 'title': 'Yoga'}, {'alias': 'massage_therapy', 'title': 'Massage Therapy'}]",LH7xjdkaeNDogmywjl7xFQ
False,CKO Kickboxing Park Slope,,5.0,45,"[{'alias': 'gyms', 'title': 'Gyms'}, {'alias': 'boxing', 'title': 'Boxing'}, {'alias': 'healthtrainers', 'title': 'Trainers'}]",NeTL2s8vZ25z_EuBHHAo7A
False,Bend & Bloom Yoga,,4.0,110,"[{'alias': 'yoga', 'title': 'Yoga'}]",XkRq013sWm6L2qcRhhimFA
False,Brooklyn Escape Room,,4.0,71,"[{'alias': 'escapegames', 'title': 'Escape Games'}]",I3hV_CvcnRtmOe2dUC1RbA
